Mes,Día,Hora,TemperaturaPromedioHora,TemperaturaPromedioDelMes,TemperaturaNeutraDelMes
1,2,12,25.84193548387097,21.73024193548387,24.536375
1,2,13,27.30322580645161,21.73024193548387,24.536375
1,2,14,28.154838709677417,21.73024193548387,24.536375
1,2,15,28.548387096774192,21.73024193548387,24.536375
1,2,16,28.4741935483871,21.73024193548387,24.536375
1,2,17,27.74516129032258,21.73024193548387,24.536375
1,2,18,26.335483870967742,21.73024193548387,24.536375
1,2,19,24.664516129032258,21.73024193548387,24.536375
1,2,20,23.748387096774195,21.73024193548387,24.536375
1,2,21,22.838709677419356,21.73024193548387,24.536375
1,2,22,21.91290322580645,21.73024193548387,24.536375
1,2,23,20.462903225806453,21.73024193548387,24.536375
1,2,23,20.462903225806453,21.73024193548387,24.536375
1,3,1,18.858064516129033,21.73024193548387,24.536375
1,3,2,17.825806451612905,21.73024193548387,24.536375
1,3,3,16.751612903225805,21.73024193548387,24.536375
1,3,4,16.190322580645162,21.73024193548387,24.536375
1,3,5,15.64516129032258,21.73024193548387,24.536375
1,3,6,15.264516129032257,21.73024193548387,24.536375
1,3,7,14.883870967741935,21.73024193548387,24.536375
1,3,8,15.325806451612904,21.73024193548387,24.536375
1,3,9,18.770967741935483,21.73024193548387,24.536375
1,3,10,21.62258064516129,21.73024193548387,24.536375
1,3,11,23.893548387096775,21.73024193548387,24.536375
1,3,12,25.84193548387097,21.73024193548387,24.536375
1,3,13,27.30322580645161,21.73024193548387,24.536375
1,3,14,28.154838709677417,21.73024193548387,24.536375
1,3,15,28.548387096774192,21.73024193548387,24.536375
1,3,16,28.4741935483871,21.73024193548387,24.536375
1,3,17,27.74516129032258,21.73024193548387,24.536375
1,3,18,26.335483870967742,21.73024193548387,24.536375
1,3,19,24.664516129032258,21.73024193548387,24.536375
1,3,20,23.748387096774195,21.73024193548387,24.536375
1,3,21,22.838709677419356,21.73024193548387,24.536375
1,3,22,21.91290322580645,21.73024193548387,24.536375
1,3,23,20.462903225806453,21.73024193548387,24.536375
1,3,23,20.462903225806453,21.73024193548387,24.536375
1,4,1,18.858064516129033,21.73024193548387,24.536375
1,4,2,17.825806451612905,21.73024193548387,24.536375
1,4,3,16.751612903225805,21.73024193548387,24.536375
1,4,4,16.190322580645162,21.73024193548387,24.536375
1,4,5,15.64516129032258,21.73024193548387,24.536375
1,4,6,15.264516129032257,21.73024193548387,24.536375
1,4,7,14.883870967741935,21.73024193548387,24.536375
1,4,8,15.325806451612904,21.73024193548387,24.536375
1,4,9,18.770967741935483,21.73024193548387,24.536375
1,4,10,21.62258064516129,21.73024193548387,24.536375
1,4,11,23.893548387096775,21.73024193548387,24.536375
1,4,12,25.84193548387097,21.73024193548387,24.536375
1,4,13,27.30322580645161,21.73024193548387,24.536375
1,4,14,28.154838709677417,21.73024193548387,24.536375
1,4,15,28.548387096774192,21.73024193548387,24.536375
1,4,16,28.4741935483871,21.73024193548387,24.536375
1,4,17,27.74516129032258,21.73024193548387,24.536375
1,4,18,26.335483870967742,21.73024193548387,24.536375
1,4,19,24.664516129032258,21.73024193548387,24.536375
1,4,20,23.748387096774195,21.73024193548387,24.536375
1,4,21,22.838709677419356,21.73024193548387,24.536375
1,4,22,21.91290322580645,21.73024193548387,24.536375
1,4,23,20.462903225806453,21.73024193548387,24.536375
1,4,23,20.462903225806453,21.73024193548387,24.536375
1,5,1,18.858064516129033,21.73024193548387,24.536375
1,5,2,17.825806451612905,21.73024193548387,24.536375
1,5,3,16.751612903225805,21.73024193548387,24.536375
1,5,4,16.190322580645162,21.73024193548387,24.536375
1,5,5,15.64516129032258,21.73024193548387,24.536375
1,5,6,15.264516129032257,21.73024193548387,24.536375
1,5,7,14.883870967741935,21.73024193548387,24.536375
1,5,8,15.325806451612904,21.73024193548387,24.536375
1,5,9,18.770967741935483,21.73024193548387,24.536375
1,5,10,21.62258064516129,21.73024193548387,24.536375
1,5,11,23.893548387096775,21.73024193548387,24.536375
1,5,12,25.84193548387097,21.73024193548387,24.536375
1,5,13,27.30322580645161,21.73024193548387,24.536375
1,5,14,28.154838709677417,21.73024193548387,24.536375
1,5,15,28.548387096774192,21.73024193548387,24.536375
1,5,16,28.4741935483871,21.73024193548387,24.536375
1,5,17,27.74516129032258,21.73024193548387,24.536375
1,5,18,26.335483870967742,21.73024193548387,24.536375
1,5,19,24.664516129032258,21.73024193548387,24.536375
1,5,20,23.748387096774195,21.73024193548387,24.536375
1,5,21,22.838709677419356,21.73024193548387,24.536375
1,5,22,21.91290322580645,21.73024193548387,24.536375
1,5,23,20.462903225806453,21.73024193548387,24.536375
1,5,23,20.462903225806453,21.73024193548387,24.536375
1,6,1,18.858064516129033,21.73024193548387,24.536375
1,6,2,17.825806451612905,21.73024193548387,24.536375
1,6,3,16.751612903225805,21.73024193548387,24.536375
1,6,4,16.190322580645162,21.73024193548387,24.536375
1,6,5,15.64516129032258,21.73024193548387,24.536375
1,6,6,15.264516129032257,21.73024193548387,24.536375
1,6,7,14.883870967741935,21.73024193548387,24.536375
1,6,8,15.325806451612904,21.73024193548387,24.536375
1,6,9,18.770967741935483,21.73024193548387,24.536375
1,6,10,21.62258064516129,21.73024193548387,24.536375
1,6,11,23.893548387096775,21.73024193548387,24.536375
1,6,12,25.84193548387097,21.73024193548387,24.536375
1,6,13,27.30322580645161,21.73024193548387,24.536375
1,6,14,28.154838709677417,21.73024193548387,24.536375
1,6,15,28.548387096774192,21.73024193548387,24.536375
1,6,16,28.4741935483871,21.73024193548387,24.536375
1,6,17,27.74516129032258,21.73024193548387,24.536375
1,6,18,26.335483870967742,21.73024193548387,24.536375
1,6,19,24.664516129032258,21.73024193548387,24.536375
1,6,20,23.748387096774195,21.73024193548387,24.536375
1,6,21,22.838709677419356,21.73024193548387,24.536375
1,6,22,21.91290322580645,21.73024193548387,24.536375
1,6,23,20.462903225806453,21.73024193548387,24.536375
1,6,23,20.462903225806453,21.73024193548387,24.536375
1,7,1,18.858064516129033,21.73024193548387,24.536375
1,7,2,17.825806451612905,21.73024193548387,24.536375
1,7,3,16.751612903225805,21.73024193548387,24.536375
1,7,4,16.190322580645162,21.73024193548387,24.536375
1,7,5,15.64516129032258,21.73024193548387,24.536375
1,7,6,15.264516129032257,21.73024193548387,24.536375
1,7,7,14.883870967741935,21.73024193548387,24.536375
1,7,8,15.325806451612904,21.73024193548387,24.536375
1,7,9,18.770967741935483,21.73024193548387,24.536375
1,7,10,21.62258064516129,21.73024193548387,24.536375
1,7,11,23.893548387096775,21.73024193548387,24.536375
1,7,12,25.84193548387097,21.73024193548387,24.536375
1,7,13,27.30322580645161,21.73024193548387,24.536375
1,7,14,28.154838709677417,21.73024193548387,24.536375
1,7,15,28.548387096774192,21.73024193548387,24.536375
1,7,16,28.4741935483871,21.73024193548387,24.536375
1,7,17,27.74516129032258,21.73024193548387,24.536375
1,7,18,26.335483870967742,21.73024193548387,24.536375
1,7,19,24.664516129032258,21.73024193548387,24.536375
1,7,20,23.748387096774195,21.73024193548387,24.536375
1,7,21,22.838709677419356,21.73024193548387,24.536375
1,7,22,21.91290322580645,21.73024193548387,24.536375
1,7,23,20.462903225806453,21.73024193548387,24.536375
1,7,23,20.462903225806453,21.73024193548387,24.536375
1,8,1,18.858064516129033,21.73024193548387,24.536375
1,8,2,17.825806451612905,21.73024193548387,24.536375
1,8,3,16.751612903225805,21.73024193548387,24.536375
1,8,4,16.190322580645162,21.73024193548387,24.536375
1,8,5,15.64516129032258,21.73024193548387,24.536375
1,8,6,15.264516129032257,21.73024193548387,24.536375
1,8,7,14.883870967741935,21.73024193548387,24.536375
1,8,8,15.325806451612904,21.73024193548387,24.536375
1,8,9,18.770967741935483,21.73024193548387,24.536375
1,8,10,21.62258064516129,21.73024193548387,24.536375
1,8,11,23.893548387096775,21.73024193548387,24.536375
1,8,12,25.84193548387097,21.73024193548387,24.536375
1,8,13,27.30322580645161,21.73024193548387,24.536375
1,8,14,28.154838709677417,21.73024193548387,24.536375
1,8,15,28.548387096774192,21.73024193548387,24.536375
1,8,16,28.4741935483871,21.73024193548387,24.536375
1,8,17,27.74516129032258,21.73024193548387,24.536375
1,8,18,26.335483870967742,21.73024193548387,24.536375
1,8,19,24.664516129032258,21.73024193548387,24.536375
1,8,20,23.748387096774195,21.73024193548387,24.536375
1,8,21,22.838709677419356,21.73024193548387,24.536375
1,8,22,21.91290322580645,21.73024193548387,24.536375
1,8,23,20.462903225806453,21.73024193548387,24.536375
1,8,23,20.462903225806453,21.73024193548387,24.536375
1,9,1,18.858064516129033,21.73024193548387,24.536375
1,9,2,17.825806451612905,21.73024193548387,24.536375
1,9,3,16.751612903225805,21.73024193548387,24.536375
1,9,4,16.190322580645162,21.73024193548387,24.536375
1,9,5,15.64516129032258,21.73024193548387,24.536375
1,9,6,15.264516129032257,21.73024193548387,24.536375
1,9,7,14.883870967741935,21.73024193548387,24.536375
1,9,8,15.325806451612904,21.73024193548387,24.536375
1,9,9,18.770967741935483,21.73024193548387,24.536375
1,9,10,21.62258064516129,21.73024193548387,24.536375
1,9,11,23.893548387096775,21.73024193548387,24.536375
1,9,12,25.84193548387097,21.73024193548387,24.536375
1,9,13,27.30322580645161,21.73024193548387,24.536375
1,9,14,28.154838709677417,21.73024193548387,24.536375
1,9,15,28.548387096774192,21.73024193548387,24.536375
1,9,16,28.4741935483871,21.73024193548387,24.536375
1,9,17,27.74516129032258,21.73024193548387,24.536375
1,9,18,26.335483870967742,21.73024193548387,24.536375
1,9,19,24.664516129032258,21.73024193548387,24.536375
1,9,20,23.748387096774195,21.73024193548387,24.536375
1,9,21,22.838709677419356,21.73024193548387,24.536375
1,9,22,21.91290322580645,21.73024193548387,24.536375
1,9,23,20.462903225806453,21.73024193548387,24.536375
1,9,23,20.462903225806453,21.73024193548387,24.536375
1,10,1,18.858064516129033,21.73024193548387,24.536375
1,10,2,17.825806451612905,21.73024193548387,24.536375
1,10,3,16.751612903225805,21.73024193548387,24.536375
1,10,4,16.190322580645162,21.73024193548387,24.536375
1,10,5,15.64516129032258,21.73024193548387,24.536375
1,10,6,15.264516129032257,21.73024193548387,24.536375
1,10,7,14.883870967741935,21.73024193548387,24.536375
1,10,8,15.325806451612904,21.73024193548387,24.536375
1,10,9,18.770967741935483,21.73024193548387,24.536375
1,10,10,21.62258064516129,21.73024193548387,24.536375
1,10,11,23.893548387096775,21.73024193548387,24.536375
1,10,12,25.84193548387097,21.73024193548387,24.536375
1,10,13,27.30322580645161,21.73024193548387,24.536375
1,10,14,28.154838709677417,21.73024193548387,24.536375
1,10,15,28.548387096774192,21.73024193548387,24.536375
1,10,16,28.4741935483871,21.73024193548387,24.536375
1,10,17,27.74516129032258,21.73024193548387,24.536375
1,10,18,26.335483870967742,21.73024193548387,24.536375
1,10,19,24.664516129032258,21.73024193548387,24.536375
1,10,20,23.748387096774195,21.73024193548387,24.536375
1,10,21,22.838709677419356,21.73024193548387,24.536375
1,10,22,21.91290322580645,21.73024193548387,24.536375
1,10,23,20.462903225806453,21.73024193548387,24.536375
1,10,23,20.462903225806453,21.73024193548387,24.536375
1,11,1,18.858064516129033,21.73024193548387,24.536375
1,11,2,17.825806451612905,21.73024193548387,24.536375
1,11,3,16.751612903225805,21.73024193548387,24.536375
1,11,4,16.190322580645162,21.73024193548387,24.536375
1,11,5,15.64516129032258,21.73024193548387,24.536375
1,11,6,15.264516129032257,21.73024193548387,24.536375
1,11,7,14.883870967741935,21.73024193548387,24.536375
1,11,8,15.325806451612904,21.73024193548387,24.536375
1,11,9,18.770967741935483,21.73024193548387,24.536375
1,11,10,21.62258064516129,21.73024193548387,24.536375
1,11,11,23.893548387096775,21.73024193548387,24.536375
1,11,12,25.84193548387097,21.73024193548387,24.536375
1,11,13,27.30322580645161,21.73024193548387,24.536375
1,11,14,28.154838709677417,21.73024193548387,24.536375
1,11,15,28.548387096774192,21.73024193548387,24.536375
1,11,16,28.4741935483871,21.73024193548387,24.536375
1,11,17,27.74516129032258,21.73024193548387,24.536375
1,11,18,26.335483870967742,21.73024193548387,24.536375
1,11,19,24.664516129032258,21.73024193548387,24.536375
1,11,20,23.748387096774195,21.73024193548387,24.536375
1,11,21,22.838709677419356,21.73024193548387,24.536375
1,11,22,21.91290322580645,21.73024193548387,24.536375
1,11,23,20.462903225806453,21.73024193548387,24.536375
1,11,23,20.462903225806453,21.73024193548387,24.536375
1,12,1,18.858064516129033,21.73024193548387,24.536375
1,12,2,17.825806451612905,21.73024193548387,24.536375
1,12,3,16.751612903225805,21.73024193548387,24.536375
1,12,4,16.190322580645162,21.73024193548387,24.536375
1,12,5,15.64516129032258,21.73024193548387,24.536375
1,12,6,15.264516129032257,21.73024193548387,24.536375
1,12,7,14.883870967741935,21.73024193548387,24.536375
1,12,8,15.325806451612904,21.73024193548387,24.536375
1,12,9,18.770967741935483,21.73024193548387,24.536375
1,12,10,21.62258064516129,21.73024193548387,24.536375
1,12,11,23.893548387096775,21.73024193548387,24.536375
1,12,12,25.84193548387097,21.73024193548387,24.536375
1,12,13,27.30322580645161,21.73024193548387,24.536375
1,12,14,28.154838709677417,21.73024193548387,24.536375
1,12,15,28.548387096774192,21.73024193548387,24.536375
1,12,16,28.4741935483871,21.73024193548387,24.536375
1,12,17,27.74516129032258,21.73024193548387,24.536375
1,12,18,26.335483870967742,21.73024193548387,24.536375
1,12,19,24.664516129032258,21.73024193548387,24.536375
1,12,20,23.748387096774195,21.73024193548387,24.536375
1,12,21,22.838709677419356,21.73024193548387,24.536375
1,12,22,21.91290322580645,21.73024193548387,24.536375
1,12,23,20.462903225806453,21.73024193548387,24.536375
1,12,23,20.462903225806453,21.73024193548387,24.536375
1,13,1,18.858064516129033,21.73024193548387,24.536375
1,13,2,17.825806451612905,21.73024193548387,24.536375
1,13,3,16.751612903225805,21.73024193548387,24.536375
1,13,4,16.190322580645162,21.73024193548387,24.536375
1,13,5,15.64516129032258,21.73024193548387,24.536375
1,13,6,15.264516129032257,21.73024193548387,24.536375
1,13,7,14.883870967741935,21.73024193548387,24.536375
1,13,8,15.325806451612904,21.73024193548387,24.536375
1,13,9,18.770967741935483,21.73024193548387,24.536375
1,13,10,21.62258064516129,21.73024193548387,24.536375
1,13,11,23.893548387096775,21.73024193548387,24.536375
1,13,12,25.84193548387097,21.73024193548387,24.536375
1,13,13,27.30322580645161,21.73024193548387,24.536375
1,13,14,28.154838709677417,21.73024193548387,24.536375
1,13,15,28.548387096774192,21.73024193548387,24.536375
1,13,16,28.4741935483871,21.73024193548387,24.536375
1,13,17,27.74516129032258,21.73024193548387,24.536375
1,13,18,26.335483870967742,21.73024193548387,24.536375
1,13,19,24.664516129032258,21.73024193548387,24.536375
1,13,20,23.748387096774195,21.73024193548387,24.536375
1,13,21,22.838709677419356,21.73024193548387,24.536375
1,13,22,21.91290322580645,21.73024193548387,24.536375
1,13,23,20.462903225806453,21.73024193548387,24.536375
1,13,23,20.462903225806453,21.73024193548387,24.536375
1,14,1,18.858064516129033,21.73024193548387,24.536375
1,14,2,17.825806451612905,21.73024193548387,24.536375
1,14,3,16.751612903225805,21.73024193548387,24.536375
1,14,4,16.190322580645162,21.73024193548387,24.536375
1,14,5,15.64516129032258,21.73024193548387,24.536375
1,14,6,15.264516129032257,21.73024193548387,24.536375
1,14,7,14.883870967741935,21.73024193548387,24.536375
1,14,8,15.325806451612904,21.73024193548387,24.536375
1,14,9,18.770967741935483,21.73024193548387,24.536375
1,14,10,21.62258064516129,21.73024193548387,24.536375
1,14,11,23.893548387096775,21.73024193548387,24.536375
1,14,12,25.84193548387097,21.73024193548387,24.536375
1,14,13,27.30322580645161,21.73024193548387,24.536375
1,14,14,28.154838709677417,21.73024193548387,24.536375
1,14,15,28.548387096774192,21.73024193548387,24.536375
1,14,16,28.4741935483871,21.73024193548387,24.536375
1,14,17,27.74516129032258,21.73024193548387,24.536375
1,14,18,26.335483870967742,21.73024193548387,24.536375
1,14,19,24.664516129032258,21.73024193548387,24.536375
1,14,20,23.748387096774195,21.73024193548387,24.536375
1,14,21,22.838709677419356,21.73024193548387,24.536375
1,14,22,21.91290322580645,21.73024193548387,24.536375
1,14,23,20.462903225806453,21.73024193548387,24.536375
1,14,23,20.462903225806453,21.73024193548387,24.536375
1,15,1,18.858064516129033,21.73024193548387,24.536375
1,15,2,17.825806451612905,21.73024193548387,24.536375
1,15,3,16.751612903225805,21.73024193548387,24.536375
1,15,4,16.190322580645162,21.73024193548387,24.536375
1,15,5,15.64516129032258,21.73024193548387,24.536375
1,15,6,15.264516129032257,21.73024193548387,24.536375
1,15,7,14.883870967741935,21.73024193548387,24.536375
1,15,8,15.325806451612904,21.73024193548387,24.536375
1,15,9,18.770967741935483,21.73024193548387,24.536375
1,15,10,21.62258064516129,21.73024193548387,24.536375
1,15,11,23.893548387096775,21.73024193548387,24.536375
1,15,12,25.84193548387097,21.73024193548387,24.536375
1,15,13,27.30322580645161,21.73024193548387,24.536375
1,15,14,28.154838709677417,21.73024193548387,24.536375
1,15,15,28.548387096774192,21.73024193548387,24.536375
1,15,16,28.4741935483871,21.73024193548387,24.536375
1,15,17,27.74516129032258,21.73024193548387,24.536375
1,15,18,26.335483870967742,21.73024193548387,24.536375
1,15,19,24.664516129032258,21.73024193548387,24.536375
1,15,20,23.748387096774195,21.73024193548387,24.536375
1,15,21,22.838709677419356,21.73024193548387,24.536375
1,15,22,21.91290322580645,21.73024193548387,24.536375
1,15,23,20.462903225806453,21.73024193548387,24.536375
1,15,23,20.462903225806453,21.73024193548387,24.536375
1,16,1,18.858064516129033,21.73024193548387,24.536375
1,16,2,17.825806451612905,21.73024193548387,24.536375
1,16,3,16.751612903225805,21.73024193548387,24.536375
1,16,4,16.190322580645162,21.73024193548387,24.536375
1,16,5,15.64516129032258,21.73024193548387,24.536375
1,16,6,15.264516129032257,21.73024193548387,24.536375
1,16,7,14.883870967741935,21.73024193548387,24.536375
1,16,8,15.325806451612904,21.73024193548387,24.536375
1,16,9,18.770967741935483,21.73024193548387,24.536375
1,16,10,21.62258064516129,21.73024193548387,24.536375
1,16,11,23.893548387096775,21.73024193548387,24.536375
1,16,12,25.84193548387097,21.73024193548387,24.536375
1,16,13,27.30322580645161,21.73024193548387,24.536375
1,16,14,28.154838709677417,21.73024193548387,24.536375
1,16,15,28.548387096774192,21.73024193548387,24.536375
1,16,16,28.4741935483871,21.73024193548387,24.536375
1,16,17,27.74516129032258,21.73024193548387,24.536375
1,16,18,26.335483870967742,21.73024193548387,24.536375
1,16,19,24.664516129032258,21.73024193548387,24.536375
1,16,20,23.748387096774195,21.73024193548387,24.536375
1,16,21,22.838709677419356,21.73024193548387,24.536375
1,16,22,21.91290322580645,21.73024193548387,24.536375
1,16,23,20.462903225806453,21.73024193548387,24.536375
1,16,23,20.462903225806453,21.73024193548387,24.536375
1,17,1,18.858064516129033,21.73024193548387,24.536375
1,17,2,17.825806451612905,21.73024193548387,24.536375
1,17,3,16.751612903225805,21.73024193548387,24.536375
1,17,4,16.190322580645162,21.73024193548387,24.536375
1,17,5,15.64516129032258,21.73024193548387,24.536375
1,17,6,15.264516129032257,21.73024193548387,24.536375
1,17,7,14.883870967741935,21.73024193548387,24.536375
1,17,8,15.325806451612904,21.73024193548387,24.536375
1,17,9,18.770967741935483,21.73024193548387,24.536375
1,17,10,21.62258064516129,21.73024193548387,24.536375
1,17,11,23.893548387096775,21.73024193548387,24.536375
1,17,12,25.84193548387097,21.73024193548387,24.536375
1,17,13,27.30322580645161,21.73024193548387,24.536375
1,17,14,28.154838709677417,21.73024193548387,24.536375
1,17,15,28.548387096774192,21.73024193548387,24.536375
1,17,16,28.4741935483871,21.73024193548387,24.536375
1,17,17,27.74516129032258,21.73024193548387,24.536375
1,17,18,26.335483870967742,21.73024193548387,24.536375
1,17,19,24.664516129032258,21.73024193548387,24.536375
1,17,20,23.748387096774195,21.73024193548387,24.536375
1,17,21,22.838709677419356,21.73024193548387,24.536375
1,17,22,21.91290322580645,21.73024193548387,24.536375
1,17,23,20.462903225806453,21.73024193548387,24.536375
1,17,23,20.462903225806453,21.73024193548387,24.536375
1,18,1,18.858064516129033,21.73024193548387,24.536375
1,18,2,17.825806451612905,21.73024193548387,24.536375
1,18,3,16.751612903225805,21.73024193548387,24.536375
1,18,4,16.190322580645162,21.73024193548387,24.536375
1,18,5,15.64516129032258,21.73024193548387,24.536375
1,18,6,15.264516129032257,21.73024193548387,24.536375
1,18,7,14.883870967741935,21.73024193548387,24.536375
1,18,8,15.325806451612904,21.73024193548387,24.536375
1,18,9,18.770967741935483,21.73024193548387,24.536375
1,18,10,21.62258064516129,21.73024193548387,24.536375
1,18,11,23.893548387096775,21.73024193548387,24.536375
1,18,12,25.84193548387097,21.73024193548387,24.536375
1,18,13,27.30322580645161,21.73024193548387,24.536375
1,18,14,28.154838709677417,21.73024193548387,24.536375
1,18,15,28.548387096774192,21.73024193548387,24.536375
1,18,16,28.4741935483871,21.73024193548387,24.536375
1,18,17,27.74516129032258,21.73024193548387,24.536375
1,18,18,26.335483870967742,21.73024193548387,24.536375
1,18,19,24.664516129032258,21.73024193548387,24.536375
1,18,20,23.748387096774195,21.73024193548387,24.536375
1,18,21,22.838709677419356,21.73024193548387,24.536375
1,18,22,21.91290322580645,21.73024193548387,24.536375
1,18,23,20.462903225806453,21.73024193548387,24.536375
1,18,23,20.462903225806453,21.73024193548387,24.536375
1,19,1,18.858064516129033,21.73024193548387,24.536375
1,19,2,17.825806451612905,21.73024193548387,24.536375
1,19,3,16.751612903225805,21.73024193548387,24.536375
1,19,4,16.190322580645162,21.73024193548387,24.536375
1,19,5,15.64516129032258,21.73024193548387,24.536375
1,19,6,15.264516129032257,21.73024193548387,24.536375
1,19,7,14.883870967741935,21.73024193548387,24.536375
1,19,8,15.325806451612904,21.73024193548387,24.536375
1,19,9,18.770967741935483,21.73024193548387,24.536375
1,19,10,21.62258064516129,21.73024193548387,24.536375
1,19,11,23.893548387096775,21.73024193548387,24.536375
1,19,12,25.84193548387097,21.73024193548387,24.536375
1,19,13,27.30322580645161,21.73024193548387,24.536375
1,19,14,28.154838709677417,21.73024193548387,24.536375
1,19,15,28.548387096774192,21.73024193548387,24.536375
1,19,16,28.4741935483871,21.73024193548387,24.536375
1,19,17,27.74516129032258,21.73024193548387,24.536375
1,19,18,26.335483870967742,21.73024193548387,24.536375
1,19,19,24.664516129032258,21.73024193548387,24.536375
1,19,20,23.748387096774195,21.73024193548387,24.536375
1,19,21,22.838709677419356,21.73024193548387,24.536375
1,19,22,21.91290322580645,21.73024193548387,24.536375
1,19,23,20.462903225806453,21.73024193548387,24.536375
1,19,23,20.462903225806453,21.73024193548387,24.536375
1,20,1,18.858064516129033,21.73024193548387,24.536375
1,20,2,17.825806451612905,21.73024193548387,24.536375
1,20,3,16.751612903225805,21.73024193548387,24.536375
1,20,4,16.190322580645162,21.73024193548387,24.536375
1,20,5,15.64516129032258,21.73024193548387,24.536375
1,20,6,15.264516129032257,21.73024193548387,24.536375
1,20,7,14.883870967741935,21.73024193548387,24.536375
1,20,8,15.325806451612904,21.73024193548387,24.536375
1,20,9,18.770967741935483,21.73024193548387,24.536375
1,20,10,21.62258064516129,21.73024193548387,24.536375
1,20,11,23.893548387096775,21.73024193548387,24.536375
1,20,12,25.84193548387097,21.73024193548387,24.536375
1,20,13,27.30322580645161,21.73024193548387,24.536375
1,20,14,28.154838709677417,21.73024193548387,24.536375
1,20,15,28.548387096774192,21.73024193548387,24.536375
1,20,16,28.4741935483871,21.73024193548387,24.536375
1,20,17,27.74516129032258,21.73024193548387,24.536375
1,20,18,26.335483870967742,21.73024193548387,24.536375
1,20,19,24.664516129032258,21.73024193548387,24.536375
1,20,20,23.748387096774195,21.73024193548387,24.536375
1,20,21,22.838709677419356,21.73024193548387,24.536375
1,20,22,21.91290322580645,21.73024193548387,24.536375
1,20,23,20.462903225806453,21.73024193548387,24.536375
1,20,23,20.462903225806453,21.73024193548387,24.536375
1,21,1,18.858064516129033,21.73024193548387,24.536375
1,21,2,17.825806451612905,21.73024193548387,24.536375
1,21,3,16.751612903225805,21.73024193548387,24.536375
1,21,4,16.190322580645162,21.73024193548387,24.536375
1,21,5,15.64516129032258,21.73024193548387,24.536375
1,21,6,15.264516129032257,21.73024193548387,24.536375
1,21,7,14.883870967741935,21.73024193548387,24.536375
1,21,8,15.325806451612904,21.73024193548387,24.536375
1,21,9,18.770967741935483,21.73024193548387,24.536375
1,21,10,21.62258064516129,21.73024193548387,24.536375
1,21,11,23.893548387096775,21.73024193548387,24.536375
1,21,12,25.84193548387097,21.73024193548387,24.536375
1,21,13,27.30322580645161,21.73024193548387,24.536375
1,21,14,28.154838709677417,21.73024193548387,24.536375
1,21,15,28.548387096774192,21.73024193548387,24.536375
1,21,16,28.4741935483871,21.73024193548387,24.536375
1,21,17,27.74516129032258,21.73024193548387,24.536375
1,21,18,26.335483870967742,21.73024193548387,24.536375
1,21,19,24.664516129032258,21.73024193548387,24.536375
1,21,20,23.748387096774195,21.73024193548387,24.536375
1,21,21,22.838709677419356,21.73024193548387,24.536375
1,21,22,21.91290322580645,21.73024193548387,24.536375
1,21,23,20.462903225806453,21.73024193548387,24.536375
1,21,23,20.462903225806453,21.73024193548387,24.536375
1,22,1,18.858064516129033,21.73024193548387,24.536375
1,22,2,17.825806451612905,21.73024193548387,24.536375
1,22,3,16.751612903225805,21.73024193548387,24.536375
1,22,4,16.190322580645162,21.73024193548387,24.536375
1,22,5,15.64516129032258,21.73024193548387,24.536375
1,22,6,15.264516129032257,21.73024193548387,24.536375
1,22,7,14.883870967741935,21.73024193548387,24.536375
1,22,8,15.325806451612904,21.73024193548387,24.536375
1,22,9,18.770967741935483,21.73024193548387,24.536375
1,22,10,21.62258064516129,21.73024193548387,24.536375
